Date,Close
2010-01-04,7.45900011062622
2010-01-05,7.48299980163574
2010-01-06,7.53599977493286
2010-01-07,7.5770001411438
2010-01-08,7.63700008392334
2010-01-11,7.6399998664856
2010-01-12,7.64699983596802
2010-01-13,7.64699983596802
2010-01-14,7.61899995803833
2010-01-15,7.59700012207031
2010-01-18,7.60400009155273
2010-01-19,7.60900020599365
2010-01-20,7.55800008773804
2010-01-21,7.52400016784668
2010-01-22,7.48199987411499
2010-01-25,7.49700021743774
2010-01-26,7.50799989700317
2010-01-27,7.44999980926514
2010-01-28,7.40000009536743
2010-01-29,7.38600015640259
2010-02-01,7.41900014877319
2010-02-02,7.41499996185303
2010-02-03,7.38399982452393
2010-02-04,7.25899982452393
2010-02-05,6.93699979782104
2010-02-08,7.26300001144409
2010-02-09,7.30800008773804
2010-02-10,7.34999990463257
2010-02-11,7.38899993896484
2010-02-12,7.37099981307983
2010-02-15,7.35500001907349
2010-02-17,7.42600011825562
2010-02-18,7.4210000038147
2010-02-19,7.42999982833862
2010-02-22,7.4520001411438
2010-02-23,7.43100023269653
2010-02-24,7.45900011062622
2010-02-25,7.42399978637695
2010-02-26,7.45900011062622
2010-03-01,7.48899984359741
2010-03-02,7.51800012588501
2010-03-03,7.54300022125244
2010-03-04,7.55000019073486
2010-03-05,7.59700012207031
2010-03-08,7.60799980163574
2010-03-09,7.62900018692017
2010-03-10,7.65899991989136
2010-03-11,7.66300010681152
2010-03-12,7.67199993133545
2010-03-15,7.66400003433228
2010-03-16,7.68800020217896
2010-03-17,7.71799993515015
2010-03-18,7.69999980926514
2010-03-19,7.69399976730347
2010-03-22,7.68300008773804
2010-03-23,7.69600009918213
2010-03-24,7.69000005722046
2010-03-25,7.71000003814697
2010-03-26,7.72900009155273
2010-03-29,7.73699998855591
2010-03-30,7.76800012588501
2010-03-31,7.74300003051758
2010-04-05,7.80900001525879
2010-04-07,7.77899980545044
2010-04-08,7.76800012588501
2010-04-09,7.78999996185303
2010-04-12,7.82499980926514
2010-04-13,7.82000017166138
2010-04-14,7.83099985122681
2010-04-15,7.84200000762939
2010-04-16,7.80700016021729
2010-04-19,7.76100015640259
2010-04-20,7.7519998550415
2010-04-21,7.70900011062622
2010-04-22,7.53200006484985
2010-04-23,7.55900001525879
2010-04-26,7.48199987411499
2010-04-27,7.27299976348877
2010-04-28,7.21500015258789
2010-04-29,7.36800003051758
2010-04-30,7.41200017929077
2010-05-03,7.44700002670288
2010-05-04,7.27099990844727
2010-05-05,7.16499996185303
2010-05-06,7.14099979400635
2010-05-07,7.01999998092651
2010-05-10,7.47700023651123
2010-05-11,7.63800001144409
2010-05-12,7.63500022888184
2010-05-13,7.66099977493286
2010-05-14,7.56599998474121
2010-05-17,7.53800010681152
2010-05-18,7.57999992370605
2010-05-19,7.66200017929077
2010-05-20,7.45800018310547
2010-05-21,7.43599987030029
2010-05-24,7.41800022125244
2010-05-25,7.375
2010-05-26,7.40399980545044
2010-05-27,7.44999980926514
2010-05-28,7.46999979019165
2010-05-31,7.38899993896484
2010-06-01,7.37099981307983
2010-06-02,7.33099985122681
2010-06-07,7.27899980545044
2010-06-08,7.23899984359741
2010-06-09,7.25299978256226
2010-06-11,7.31199979782104
2010-06-14,7.32399988174438
2010-06-16,7.31400012969971
2010-06-17,7.26100015640259
2010-06-18,7.27400016784668
2010-06-21,7.2960000038147
2010-06-22,7.30800008773804
2010-06-23,7.27899980545044
2010-06-24,7.24900007247925
2010-06-25,7.23899984359741
2010-06-28,7.24399995803833
2010-06-29,7.19399976730347
2010-06-30,7.22100019454956
2010-07-09,7.34499979019165
2010-07-12,7.3730001449585
2010-07-13,7.40199995040894
2010-07-14,7.40700006484985
2010-07-15,7.40199995040894
2010-07-23,7.43200016021729
2010-07-26,7.44999980926514
2010-07-27,7.52199983596802
2010-07-28,7.59499979019165
2010-07-29,7.57600021362305
2010-07-30,7.56500005722046
2010-08-03,7.63000011444092
