Date,Close
2016-07-25,14.14147
2016-07-26,14.13882
2016-07-27,14.1373
2016-07-28,14.13298
2016-07-29,14.13534
2016-08-01,14.13469
2016-08-02,14.13233
2016-08-03,14.12819
2016-08-04,14.13324
2016-08-05,14.13417
2016-08-08,14.14046
2016-08-09,14.14255
2016-08-10,14.14439
2016-08-11,14.14439
2016-08-12,14.14479
2016-08-16,14.14465
2016-08-17,14.14409
2016-08-18,14.14489
2016-08-19,14.14312
2016-08-22,14.14376
2016-08-23,14.14391
2016-08-24,14.14567
2016-08-25,14.14499
2016-08-26,14.14592
2016-08-29,14.14851
2016-08-30,14.15047
2016-08-31,14.15064
2016-09-01,14.15032
2016-09-02,14.14973
2016-09-05,14.15225
2016-09-06,14.15923
2016-09-07,14.15796
2016-09-08,14.15372
2016-09-09,14.15029
2016-09-12,14.14587
2016-09-13,14.14132
2016-09-14,14.14511
2016-09-15,14.14179
2016-09-16,14.13817
2016-09-19,14.14198
2016-09-20,14.1412
2016-09-21,14.14201
2016-09-22,14.14301
2016-09-23,14.14575
2016-09-26,14.14559
2016-09-27,14.14258
2016-09-28,14.14202
2016-09-29,14.14423
2016-09-30,14.14286
2016-10-03,14.14162
2016-10-04,14.14304
2016-10-06,14.14031
2016-10-07,14.13982
2016-10-10,14.13917
2016-10-11,14.13972
2016-10-12,14.13895
2016-10-13,14.13802
2016-10-14,14.1399
2016-10-17,14.14186
2016-10-18,14.1437
2016-10-19,14.14556
2016-10-20,14.14571
2016-10-21,14.14555
2016-10-24,14.14746
2016-10-25,14.14711
2016-10-26,14.14249
2016-10-27,14.13692
2016-10-28,14.13377
2016-10-31,14.13557
2016-11-02,14.13448
2016-11-03,14.13223
2016-11-04,14.12979
2016-11-07,14.13068
2016-11-08,14.13172
2016-11-09,14.11838
2016-11-10,14.11058
2016-11-11,14.09626
2016-11-14,14.08195
2016-11-15,14.08612
2016-11-16,14.07282
2016-11-17,14.06191
2016-11-18,14.05259
2016-11-21,14.05481
2016-11-22,14.06666
2016-11-23,14.0627
2016-11-24,14.06781
2016-11-25,14.06711
2016-11-28,14.06223
2016-11-29,14.06561
2016-11-30,14.06995
2016-12-02,14.06847
2016-12-05,14.07196
2016-12-06,14.08028
2016-12-07,14.08305
2016-12-09,14.10149
2016-12-12,14.11159
2016-12-13,14.10804
2016-12-14,14.10277
2016-12-15,14.10905
2016-12-16,14.10287
2016-12-19,14.09746
2016-12-20,14.10359
2016-12-21,14.0982
2016-12-22,14.09845
2016-12-23,14.09436
2016-12-26,14.08432
2016-12-27,14.09288
2016-12-28,14.09584
2016-12-29,14.09041
2016-12-30,14.09882
2017-01-02,14.09961
2017-01-03,14.10354
2017-01-04,14.11086
2017-01-05,14.1013
2017-01-06,14.10454
2017-01-09,14.10786
2017-01-10,14.10425
2017-01-11,14.10169
2017-01-12,14.10249
2017-01-13,14.10774
2017-01-16,14.11232
2017-01-17,14.10739
2017-01-18,14.10777
2017-01-19,14.10748
2017-01-20,14.11617
2017-01-23,14.11407
2017-01-24,14.11414
2017-01-25,14.11818
2017-01-26,14.11383
2017-01-27,14.10987
2017-01-30,14.10625
2017-01-31,14.10472
2017-02-01,14.10899
2017-02-02,14.10857
2017-02-03,14.11129
2017-02-06,14.10902
2017-02-07,14.10733
2017-02-08,14.10116
2017-02-09,14.10077
2017-02-10,14.10556
2017-02-13,14.1117
2017-02-14,14.11771
2017-02-15,14.12156
2017-02-16,14.11638
2017-02-17,14.10986
2017-02-20,14.11601
2017-02-21,14.11886
2017-02-22,14.11681
2017-02-23,14.11054
2017-02-24,14.10351
2017-02-27,14.10806
2017-03-01,14.1128
2017-03-02,14.11696
2017-03-03,14.11608
2017-03-06,14.11763
2017-03-07,14.11979
2017-03-08,14.11981
2017-03-09,14.12408
2017-03-10,14.12295
2017-03-13,14.11804
2017-03-14,14.11721
2017-03-15,14.1158
2017-03-16,14.11794
2017-03-17,14.11406
2017-03-20,14.11601
2017-03-21,14.11527
2017-03-22,14.11184
2017-03-23,14.11243
2017-03-24,14.11119
2017-03-27,14.10795
2017-03-29,14.11532
2017-03-30,14.11261
2017-03-31,14.11508
2017-04-03,14.11799
2017-04-04,14.1144
2017-04-05,14.11633
2017-04-06,14.11429
2017-04-07,14.115
2017-04-10,14.11821
2017-04-11,14.11413
2017-04-12,14.11051
2017-04-13,14.10868
2017-04-17,14.11257
2017-04-18,14.10761
2017-04-19,14.10465
2017-04-20,14.10919
2017-04-21,14.11036
2017-04-24,14.12641
2017-04-26,14.13604
2017-04-27,14.1399
2017-04-28,14.14179
2017-05-02,14.14498
2017-05-03,14.1499
2017-05-04,14.16115
2017-05-05,14.16247
2017-05-08,14.16333
2017-05-09,14.16869
2017-05-10,14.16899
2017-05-11,14.17217
2017-05-12,14.17121
2017-05-15,14.17359
2017-05-16,14.17358
2017-05-17,14.16973
2017-05-18,14.15877
2017-05-19,14.16399
2017-05-22,14.16507
2017-05-23,14.16767
2017-05-24,14.16618
2017-05-25,14.1661
2017-05-26,14.16358
