Date,Close
2021-10-08,99.8030014038086
2021-10-11,99.1709976196289
2021-10-12,98.8550033569336
2021-10-13,99.70600128173828
2021-10-14,100.65599822998047
2021-10-15,101.63200378417969
2021-10-18,101.19599914550781
2021-10-19,101.6500015258789
2021-10-20,101.77300262451172
2021-10-21,101.83000183105469
2021-10-22,101.25599670410156
2021-10-25,101.55799865722656
2021-10-26,101.63800048828125
2021-10-27,101.49099731445312
2021-10-28,102.77100372314453
2021-10-29,101.99500274658203
2021-11-01,102.86699676513672
2021-11-02,102.28800201416016
2021-11-03,103.14099884033203
2021-11-04,104.61599731445312
2021-11-05,106.02999877929688
2021-11-08,106.1259994506836
2021-11-09,106.09400177001953
2021-11-10,105.43800354003906
2021-11-11,105.51699829101562
2021-11-12,105.86799621582031
2021-11-15,105.84700012207031
2021-11-16,107.02999877929688
2021-11-17,105.94400024414062
2021-11-18,105.34700012207031
2021-11-19,105.17500305175781
2021-11-22,103.46299743652344
2021-11-23,103.18399810791016
2021-11-24,103.86199951171875
2021-11-25,103.92500305175781
2021-11-26,99.8270034790039
2021-11-29,100.97100067138672
2021-11-30,98.31800079345703
2021-12-01,97.73200225830078
2021-12-02,98.6259994506836
2021-12-03,96.96700286865234
2021-12-06,99.05999755859375
2021-12-07,101.84600067138672
2021-12-08,101.64700317382812
2021-12-09,100.78199768066406
2021-12-10,101.25299835205078
2021-12-13,99.83799743652344
2021-12-14,98.96199798583984
2021-12-15,99.6760025024414
2021-12-16,98.0770034790039
2021-12-17,97.91999816894531
2021-12-20,96.61100006103516
2021-12-21,99.52799987792969
2021-12-22,100.18900299072266
2021-12-23,101.01899719238281
2021-12-24,100.93900299072266
2021-12-27,101.51200103759766
2021-12-28,100.96900177001953
2021-12-29,100.66999816894531
2021-12-30,101.15399932861328
2021-12-31,100.49700164794922
2022-01-03,101.83599853515625
2022-01-04,101.9229965209961
2022-01-05,99.6709976196289
2022-01-06,99.58499908447266
2022-01-07,99.29199981689453
2022-01-10,99.11799621582031
2022-01-11,100.73699951171875
2022-01-12,100.97200012207031
2022-01-13,98.9280014038086
2022-01-14,99.43000030517578
2022-01-17,99.76000213623047
2022-01-18,97.96299743652344
2022-01-19,97.54100036621094
2022-01-20,97.48699951171875
2022-01-21,94.64700317382812
2022-01-24,94.0770034790039
2022-01-25,92.89099884033203
2022-01-26,93.27100372314453
2022-01-27,93.76799774169922
2022-01-28,95.8290023803711
2022-01-31,98.26499938964844
2022-02-01,98.54199981689453
2022-02-02,98.8239974975586
2022-02-03,96.40899658203125
2022-02-04,96.00800323486328
2022-02-07,95.54100036621094
2022-02-08,96.77999877929688
2022-02-09,98.56099700927734
2022-02-10,97.53700256347656
2022-02-11,95.1780014038086
2022-02-14,95.55899810791016
2022-02-15,97.2770004272461
2022-02-16,97.25399780273438
2022-02-17,94.9739990234375
2022-02-18,93.75499725341797
2022-02-21,93.47200012207031
2022-02-22,92.6500015258789
2022-02-23,91.05899810791016
2022-02-24,93.52100372314453
2022-02-25,94.69999694824219
2022-02-28,93.74199676513672
2022-03-01,91.91200256347656
2022-03-02,93.34300231933594
2022-03-03,91.7750015258789
2022-03-04,90.4729995727539
2022-03-07,86.97699737548828
2022-03-08,86.76599884033203
2022-03-09,90.12899780273438
2022-03-10,88.16999816894531
2022-03-11,87.68000030517578
2022-03-14,86.08699798583984
2022-03-15,87.4729995727539
2022-03-16,92.70099639892578
2022-03-17,92.53700256347656
2022-03-18,95.07599639892578
2022-03-21,93.7750015258789
2022-03-22,95.80400085449219
2022-03-23,93.93900299072266
2022-03-24,95.08399963378906
2022-03-25,94.7699966430664
2022-03-28,96.22799682617188
2022-03-29,97.74400329589844
2022-03-30,95.84200286865234
2022-03-31,94.26100158691406
2022-04-01,95.26899719238281
2022-04-04,97.12799835205078
2022-04-05,95.26899719238281
