Date,Close
2020-10-02,100.11599731445312
2020-10-05,100.11599731445312
2020-10-06,100.95600128173828
2020-10-07,102.51100158691406
2020-10-08,103.49800109863281
2020-10-09,103.96800231933594
2020-10-12,105.1050033569336
2020-10-13,104.22000122070312
2020-10-14,103.38999938964844
2020-10-15,102.9530029296875
2020-10-16,103.17400360107422
2020-10-19,102.32099914550781
2020-10-20,102.68299865722656
2020-10-21,102.06500244140625
2020-10-22,103.5770034790039
2020-10-23,104.29900360107422
2020-10-26,102.03399658203125
2020-10-27,101.21499633789062
2020-10-28,97.97799682617188
2020-10-29,99.29299926757812
2020-10-30,98.82099914550781
2020-11-02,100.24500274658203
2020-11-03,101.5250015258789
2020-11-04,103.64900207519531
2020-11-05,105.33499908447266
2020-11-06,104.91500091552734
2020-11-09,112.43000030517578
2020-11-10,112.20700073242188
2020-11-11,112.5780029296875
2020-11-12,110.93800354003906
2020-11-13,112.45800018310547
2020-11-16,114.3479995727539
2020-11-17,113.61000061035156
2020-11-18,113.04399871826172
2020-11-19,112.9000015258789
2020-11-20,112.52100372314453
2020-11-23,113.2239990234375
2020-11-24,116.35600280761719
2020-11-25,115.64900207519531
2020-11-26,115.37699890136719
2020-11-27,115.22200012207031
2020-11-30,112.89299774169922
2020-12-01,112.43000030517578
2020-12-02,114.45500183105469
2020-12-03,114.76799774169922
2020-12-04,116.08300018310547
2020-12-07,115.59500122070312
2020-12-08,112.43000030517578
2020-12-09,114.68299865722656
2020-12-10,114.66899871826172
2020-12-11,114.03199768066406
2020-12-14,113.322998046875
2020-12-15,114.19999694824219
2020-12-16,114.63800048828125
2020-12-17,114.80999755859375
2020-12-18,113.87200164794922
2020-12-21,113.44200134277344
2020-12-22,112.87000274658203
2020-12-23,114.57599639892578
2020-12-24,113.63800048828125
2020-12-25,112.43000030517578
2020-12-28,114.64299774169922
2020-12-29,115.39800262451172
2020-12-30,115.4229965209961
2020-12-31,115.30999755859375
2021-01-01,115.30999755859375
2021-01-04,113.64399719238281
2021-01-05,114.96800231933594
2021-01-06,115.28700256347656
2021-01-07,116.0719985961914
2021-01-08,117.2020034790039
2021-01-11,116.48999786376953
2021-01-12,116.09100341796875
2021-01-13,116.72599792480469
2021-01-14,118.00399780273438
2021-01-15,116.91899871826172
2021-01-18,117.25299835205078
2021-01-19,118.18199920654297
2021-01-20,120.6709976196289
2021-01-21,119.25399780273438
2021-01-22,118.48899841308594
2021-01-25,118.19999694824219
2021-01-26,118.63600158691406
2021-01-27,115.48300170898438
2021-01-28,117.50199890136719
2021-01-29,114.54000091552734
2021-02-01,117.51300048828125
2021-02-02,119.87699890136719
2021-02-03,120.83699798583984
2021-02-04,122.38099670410156
2021-02-05,123.11299896240234
2021-02-08,123.13899993896484
2021-02-09,122.18599700927734
2021-02-10,122.0459976196289
2021-02-11,122.27100372314453
2021-02-12,122.68099975585938
2021-02-15,123.04499816894531
2021-02-16,122.8270034790039
2021-02-17,123.25399780273438
2021-02-18,122.72799682617188
2021-02-19,122.89399719238281
2021-02-22,122.8949966430664
2021-02-23,123.66500091552734
2021-02-24,124.88400268554688
2021-02-25,120.61499786376953
2021-02-26,120.70899963378906
